FIPS5,yr,population
09003,2015,896358
09003,2016,894170
09003,2017,892931
09003,2018,892697
09005,2014,185398
09005,2015,184133
09005,2016,182801
09005,2017,181710
09005,2018,181111
09007,2014,164597
09007,2015,163555
09007,2016,163152
09007,2017,162855
09007,2018,162682
09009,2014,862996
09009,2015,860292
09009,2016,857991
09009,2017,857794
09009,2018,857620
09011,2014,271465
09011,2015,269717
09011,2016,268612
09011,2017,267826
09011,2018,266784
09013,2014,151710
09013,2015,151685
09013,2016,151094
09013,2017,150933
09013,2018,150921
09015,2014,116769
09015,2015,116468
09015,2016,116052
09015,2017,116374
09015,2018,117027
10001,2014,171458
10001,2015,173129
10001,2016,174528
10001,2017,176445
10001,2018,178550
10003,2014,550851
10003,2015,553658
10003,2016,555403
10003,2017,556419
10003,2018,559335
10005,2014,210287
10005,2015,214626
10005,2016,219285
10005,2017,224214
10005,2018,229286
11001,2014,662513
11001,2015,675254
11001,2016,686575
11001,2017,695691
11001,2018,702455
12001,2014,255499
12001,2015,259177
12001,2016,264287
12001,2017,266820
12001,2018,269956
12003,2014,27118
12003,2015,27351
12003,2016,27872
12003,2017,28230
12003,2018,28355
12005,2014,178305
12005,2015,181387
12005,2016,183384
12005,2017,184046
12005,2018,185287
12007,2014,26553
12007,2015,26743
12007,2016,26736
12007,2017,27133
12007,2018,27732
12009,2014,555598
12009,2015,565992
12009,2016,577338
12009,2017,588265
12009,2018,596849
12011,2014,1861602
12011,2015,1885443
12011,2016,1912977
12011,2017,1934471
12011,2018,1951260
12013,2014,14451
12013,2015,14411
12013,2016,14334
12013,2017,14437
12013,2018,14587
12015,2014,168075
12015,2015,172437
12015,2016,177722
12015,2017,181537
12015,2018,184998
12017,2014,138833
12017,2015,140311
12017,2016,142850
12017,2017,145512
12017,2018,147929
12019,2014,198572
12019,2015,202386
12019,2016,207247
12019,2017,212177
12019,2018,216072
12021,2014,347326
12021,2015,356107
12021,2016,365345
12021,2017,372345
12021,2018,378488
12023,2014,67784
12023,2015,68197
12023,2016,69217
12023,2017,69825
12023,2018,70503
12027,2014,35344
12027,2015,35650
12027,2016,36261
12027,2017,37252
12027,2018,37489
12029,2014,16038
12029,2015,16352
12029,2016,16461
12029,2017,16636
12029,2018,16700
12031,2014,896743
12031,2015,910584
12031,2016,925996
12031,2017,937642
12031,2018,950181
12033,2014,307951
12033,2015,309332
12033,2016,311537
12033,2017,313258
12033,2018,315534
12035,2014,101922
12035,2015,104420
12035,2016,107351
12035,2017,109937
12035,2018,112067
12037,2014,11658
12037,2015,11706
12037,2016,11830
12037,2017,11752
12037,2018,11736
12039,2014,46119
12039,2015,46051
12039,2016,46051
12039,2017,45972
12039,2018,45894
12041,2014,16987
12041,2015,17369
12041,2016,17598
12041,2017,17865
12041,2018,18256
12043,2014,12952
12043,2015,13111
12043,2016,13420
12043,2017,13608
12043,2018,13724
12045,2014,16000
12045,2015,15928
12045,2016,16061
12045,2017,16122
12045,2018,16164
12047,2014,14070
12047,2015,14267
12047,2016,14309
12047,2017,14389
12047,2018,14310
12049,2014,27281
12049,2015,27185
12049,2016,27229
12049,2017,27202
12049,2018,27245
12051,2014,38508
12051,2015,39325
12051,2016,40103
12051,2017,41144
12051,2018,41556
12053,2014,175322
12053,2015,177949
12053,2016,182558
12053,2017,186784
12053,2018,190865
12055,2014,98606
12055,2015,100222
12055,2016,102191
12055,2017,104060
12055,2018,105424
12057,2014,1317571
12057,2015,1348848
12057,2016,1380991
12057,2017,1410115
12057,2018,1436888
12059,2014,19566
12059,2015,19270
12059,2016,19389
12059,2017,19448
12059,2018,19477
12061,2014,144469
12061,2015,147478
12061,2016,151248
12061,2017,154314
12061,2018,157413
12063,2014,48733
12063,2015,48625
12063,2016,48337
12063,2017,48360
12063,2018,48305
12065,2014,14052
12065,2015,14101
12065,2016,13938
12065,2017,14147
12065,2018,14288
12067,2014,8869
12067,2015,8734
12067,2016,8763
12067,2017,8623
12067,2018,8732
12069,2014,315388
12069,2015,325091
12069,2016,334748
12069,2017,345087
12069,2018,356495
12071,2014,677361
12071,2015,699530
12071,2016,722386
12071,2017,739506
12071,2018,754610
12073,2014,283785
12073,2015,285997
12073,2016,286977
12073,2017,291247
12073,2018,292502
12075,2014,39302
12075,2015,39599
12075,2016,39829
12075,2017,40306
12075,2018,40770
12077,2014,8414
12077,2015,8408
12077,2016,8302
12077,2017,8242
12077,2018,8457
12079,2014,18602
12079,2015,18474
12079,2016,18299
12079,2017,18465
12079,2018,18529
12081,2014,350972
12081,2015,362587
12081,2016,375402
12081,2017,385450
12081,2018,394855
12083,2014,338057
12083,2015,342335
12083,2016,347767
12083,2017,353717
12083,2018,359977
12085,2014,153153
12085,2015,155624
12085,2016,158426
12085,2017,159792
12085,2018,160912
12086,2014,2660389
12086,2015,2688156
12086,2016,2722574
12086,2017,2744878
12086,2018,2761581
12087,2014,76284
12087,2015,76696
12087,2016,76982
12087,2017,76636
12087,2018,75027
12089,2014,76253
12089,2015,77930
12089,2016,80009
12089,2017,82864
12089,2018,85832
12091,2014,194633
12091,2015,197839
12091,2016,200260
12091,2017,203684
12091,2018,207269
12093,2014,39581
12093,2015,39836
12093,2016,40716
12093,2017,41188
12093,2018,41537
12095,2014,1256908
12095,2015,1290639
12095,2016,1324843
12095,2017,1352933
12095,2018,1380645
12097,2014,311137
12097,2015,323578
12097,2016,337730
12097,2017,352661
12097,2018,367990
12099,2014,1399039
12099,2015,1424685
12099,2016,1451384
12099,2017,1470338
12099,2018,1485941
12101,2014,483465
12101,2015,494919
12101,2016,509929
12101,2017,525021
12101,2018,539630
12103,2014,936517
12103,2015,947535
12103,2016,960737
12103,2017,969305
12103,2018,975280
12105,2014,634520
12105,2015,648758
12105,2016,666236
12105,2017,685830
12105,2018,708009
12107,2014,71968
12107,2015,71935
12107,2016,72378
12107,2017,73385
12107,2018,74163
12109,2014,217865
12109,2015,226464
12109,2016,234996
12109,2017,243928
12109,2018,254261
12111,2014,290146
12111,2015,297442
12111,2016,305837
12111,2017,313400
12111,2018,321128
12113,2014,162669
12113,2015,166231
12113,2016,169892
12113,2017,174069
12113,2018,179349
12115,2014,396445
12115,2015,404842
12115,2016,413027
12115,2017,419689
12115,2018,426718
12117,2014,441453
12117,2015,448246
12117,2016,455665
12117,2017,462236
12117,2018,467832
12119,2014,112245
12119,2015,117070
12119,2016,121995
12119,2017,124933
12119,2018,128754
12121,2014,43784
12121,2015,43671
12121,2016,43837
12121,2017,44136
12121,2018,44191
12123,2014,22579
12123,2015,22360
12123,2016,22115
12123,2017,21815
12123,2018,21623
12125,2014,15260
12125,2015,15274
12125,2016,15252
12125,2017,15469
12125,2018,14940
12127,2014,506786
12127,2015,516918
12127,2016,528747
12127,2017,538180
12127,2018,547538
12129,2014,31410
12129,2015,31522
12129,2016,31893
12129,2017,32101
12129,2018,32461
12131,2014,61183
12131,2015,63048
12131,2016,65410
12131,2017,68275
12131,2018,71375
12133,2014,24300
12133,2015,24561
12133,2016,24471
12133,2017,24618
12133,2018,24880
13001,2014,18476
13001,2015,18423
13001,2016,18424
13001,2017,18438
13001,2018,18507
13003,2014,8218
13003,2015,8344
13003,2016,8252
13003,2017,8215
13003,2018,8297
13005,2014,11175
13005,2015,11242
13005,2016,11301
13005,2017,11236
13005,2018,11185
13007,2014,3292
13007,2015,3196
13007,2016,3186
13007,2017,3180
13007,2018,3092
13009,2014,45914
13009,2015,45542
13009,2016,45231
13009,2017,44921
13009,2018,44823
13011,2014,18223
13011,2015,18378
13011,2016,18321
13011,2017,18638
13011,2018,18988
13013,2014,72853
13013,2015,74964
13013,2016,76965
13013,2017,78843
13013,2018,80809
13015,2014,101291
13015,2015,102079
13015,2016,103340
13015,2017,104981
13015,2018,106408
13017,2014,17430
13017,2015,17334
13017,2016,17216
13017,2017,17001
13017,2018,16787
13019,2014,18815
13019,2015,18975
13019,2016,18972
13019,2017,19113
13019,2018,19252
13021,2014,154333
13021,2015,153948
13021,2016,153180
13021,2017,152892
13021,2018,153095
13023,2014,12703
13023,2015,12705
13023,2016,12856
13023,2017,12775
13023,2018,12838
13025,2014,18349
13025,2015,18416
13025,2016,18376
13025,2017,18767
13025,2018,18897
13027,2014,15533
13027,2015,15680
13027,2016,15738
13027,2017,15648
13027,2018,15513
13029,2014,33667
13029,2015,34792
13029,2016,35836
13029,2017,37019
13029,2018,38109
13031,2014,72671
13031,2015,73152
13031,2016,74708
13031,2017,76084
13031,2018,77296
13033,2014,22610
13033,2015,22620
13033,2016,22581
13033,2017,22518
13033,2018,22423
13035,2014,23314
13035,2015,23494
13035,2016,23709
13035,2017,24042
13035,2018,24193
13037,2014,6505
13037,2015,6531
13037,2016,6352
13037,2017,6399
13037,2018,6352
13039,2014,51918
13039,2015,52470
13039,2016,52438
13039,2017,53067
13039,2018,53677
13043,2014,10859
13043,2015,10867
13043,2016,10847
13043,2017,10725
13043,2018,10836
13045,2014,113942
13045,2015,114467
13045,2016,116123
13045,2017,117458
13045,2018,118121
13047,2014,65477
13047,2015,65799
13047,2016,66294
13047,2017,66503
13047,2018,67420
13049,2014,13052
13049,2015,13234
13049,2016,12838
13049,2017,12822
13049,2018,12968
13051,2014,282197
13051,2015,285959
13051,2016,288633
13051,2017,289260
13051,2018,289195
13053,2014,11709
13053,2015,11067
13053,2016,10088
13053,2017,10285
13053,2018,10684
13055,2014,24857
13055,2015,24895
13055,2016,24826
13055,2017,24716
13055,2018,24790
13057,2014,230208
13057,2015,235387
13057,2016,241912
13057,2017,247894
13057,2018,254149
13059,2014,120413
13059,2015,123552
13059,2016,124894
13059,2017,126820
13059,2018,127330
13061,2014,3072
13061,2015,3077
13061,2016,3005
13061,2017,2962
13061,2018,2887
13063,2014,266678
13063,2015,272868
13063,2016,279636
13063,2017,284534
13063,2018,289615
13065,2014,6785
13065,2015,6836
13065,2016,6761
13065,2017,6684
13065,2018,6648
13067,2014,727757
13067,2015,739319
13067,2016,748563
13067,2017,752783
13067,2018,756865
13069,2014,42899
13069,2015,43000
13069,2016,42929
13069,2017,42885
13069,2018,43093
13071,2014,45893
13071,2015,45509
13071,2016,45492
13071,2017,45543
13071,2018,45592
13073,2014,139151
13073,2015,143912
13073,2016,147477
13073,2017,151642
13073,2018,154291
13075,2014,17298
13075,2015,17069
13075,2016,17159
13075,2017,17230
13075,2018,17162
13077,2014,135140
13077,2015,138106
13077,2016,140419
13077,2017,143050
13077,2018,145864
13079,2014,12431
13079,2015,12382
13079,2016,12294
13079,2017,12295
13079,2018,12318
13081,2014,23063
13081,2015,22949
13081,2016,22893
13081,2017,22723
13081,2018,22601
13083,2014,16282
13083,2015,16157
13083,2016,16220
13083,2017,16249
13083,2018,16226
13085,2014,22978
13085,2015,23312
13085,2016,23608
13085,2017,24324
13085,2018,25083
13087,2014,27178
13087,2015,27055
13087,2016,26683
13087,2017,26674
13087,2018,26575
13089,2014,725039
13089,2015,734770
13089,2016,747482
13089,2017,752088
13089,2018,756558
13091,2014,21174
13091,2015,21135
13091,2016,20839
13091,2017,20741
13091,2018,20705
13093,2014,14247
13093,2015,14034
13093,2016,13848
13093,2017,13690
13093,2018,13706
13095,2014,92720
13095,2015,91495
13095,2016,90371
13095,2017,89417
13095,2018,91243
13097,2014,138055
13097,2015,140268
13097,2016,141872
13097,2017,143672
13097,2018,145331
13099,2014,10447
13099,2015,10452
13099,2016,10292
13099,2017,10304
13099,2018,10247
13101,2014,4037
13101,2015,4037
13101,2016,3963
13101,2017,3933
13101,2018,4000
13103,2014,55419
13103,2015,57086
13103,2016,58692
13103,2017,60058
13103,2018,62190
13105,2014,19389
13105,2015,19299
13105,2016,19143
13105,2017,19108
13105,2018,19120
13107,2014,22486
13107,2015,22477
13107,2016,22419
13107,2017,22501
13107,2018,22612
13109,2014,10814
13109,2015,10695
13109,2016,10648
13109,2017,10756
13109,2018,10721
13111,2014,23856
13111,2015,24439
13111,2016,25032
13111,2017,25336
13111,2018,25964
13113,2014,109217
13113,2015,110203
13113,2016,111336
13113,2017,112629
13113,2018,113459
13115,2014,95890
13115,2015,96200
13115,2016,96675
13115,2017,97427
13115,2018,97927
13117,2014,202659
13117,2015,211228
13117,2016,220311
13117,2017,228588
13117,2018,236612
13119,2014,22176
13119,2015,22262
13119,2016,22292
13119,2017,22815
13119,2018,23023
13121,2014,992022
13121,2015,1005775
13121,2016,1022714
13121,2017,1038884
13121,2018,1050114
13123,2014,28979
13123,2015,29497
13123,2016,29907
13123,2017,30409
13123,2018,30816
13125,2014,3004
13125,2015,3018
13125,2016,2979
13125,2017,3050
13125,2018,2995
13127,2014,82177
13127,2015,83373
13127,2016,84241
13127,2017,84859
13127,2018,85219
13129,2014,55815
13129,2015,56329
13129,2016,56933
13129,2017,57187
13129,2018,57685
13131,2014,25214
13131,2015,25076
13131,2016,24844
13131,2017,24749
13131,2018,24748
13133,2014,16424
13133,2015,16644
13133,2016,16896
13133,2017,17220
13133,2018,17698
13135,2014,871394
13135,2015,888884
13135,2016,905277
13135,2017,918153
13135,2018,927781
13137,2014,43583
13137,2015,43804
13137,2016,44123
13137,2017,44547
13137,2018,45388
13139,2014,189239
13139,2015,192458
13139,2016,196523
13139,2017,199439
13139,2018,202148
13141,2014,8574
13141,2015,8579
13141,2016,8631
13141,2017,8545
13141,2018,8348
13143,2014,28487
13143,2015,28704
13143,2016,28824
13143,2017,29231
13143,2018,29533
13145,2014,32742
13145,2015,33159
13145,2016,33632
13145,2017,33943
13145,2018,34475
13147,2014,25372
13147,2015,25431
13147,2016,25497
13147,2017,25756
13147,2018,26099
13149,2014,11619
13149,2015,11552
13149,2016,11576
13149,2017,11759
13149,2018,11879
13151,2014,213047
13151,2015,216571
13151,2016,221188
13151,2017,225508
13151,2018,230220
13153,2014,148701
13153,2015,149412
13153,2016,151690
13153,2017,153138
13153,2018,155469
13155,2014,9092
13155,2015,9151
13155,2016,9317
13155,2017,9383
13155,2018,9398
13157,2014,62103
13157,2015,63436
13157,2016,65100
13157,2017,67716
13157,2018,70422
13159,2014,13538
13159,2015,13687
13159,2016,13769
13159,2017,13886
13159,2018,14040
13161,2014,14937
13161,2015,15019
13161,2016,14955
13161,2017,15013
13161,2018,15029
13163,2014,16130
13163,2015,15927
13163,2016,15760
13163,2017,15613
13163,2018,15430
13165,2014,9043
13165,2015,8875
13165,2016,8762
13165,2017,8774
13165,2018,8683
13167,2014,9807
13167,2015,9709
13167,2016,9664
13167,2017,9760
13167,2018,9708
13169,2014,28650
13169,2015,28446
13169,2016,28577
13169,2017,28453
13169,2018,28616
13171,2014,18187
13171,2015,18240
13171,2016,18500
13171,2017,18636
13171,2018,19000
13173,2014,10365
13173,2015,10266
13173,2016,10427
13173,2017,10433
13173,2018,10340
13175,2014,47599
13175,2015,47513
13175,2016,47302
13175,2017,47353
13175,2018,47325
13177,2014,29132
13177,2015,29191
13177,2016,29212
13177,2017,29443
13177,2018,29764
13179,2014,64107
13179,2015,61640
13179,2016,61551
13179,2017,61745
13179,2018,61497
13181,2014,7644
13181,2015,7719
13181,2016,7856
13181,2017,7861
13181,2018,7915
13183,2014,17014
13183,2015,17646
13183,2016,18347
13183,2017,18773
13183,2018,18998
13185,2014,113510
13185,2015,113346
13185,2016,114342
13185,2017,115389
13185,2018,116321
13187,2014,31147
13187,2015,31324
13187,2016,31505
13187,2017,32822
13187,2018,32955
13189,2014,21525
13189,2015,21468
13189,2016,21467
13189,2017,21497
13189,2018,21531
13191,2014,14065
13191,2015,14033
13191,2016,14058
13191,2017,14102
13191,2018,14340
13193,2014,13822
13193,2015,13695
13193,2016,13487
13193,2017,13251
13193,2018,13143
13195,2014,28355
13195,2015,28397
13195,2016,28821
13195,2017,29277
13195,2018,29650
13197,2014,8633
13197,2015,8556
13197,2016,8465
13197,2017,8414
13197,2018,8351
13199,2014,21213
13199,2015,21177
13199,2016,21076
13199,2017,21031
13199,2018,21068
13201,2014,5943
13201,2015,5843
13201,2016,5873
13201,2017,5833
13201,2018,5686
13205,2014,22714
13205,2015,22453
13205,2016,22466
13205,2017,22333
13205,2018,22192
13207,2014,26681
13207,2015,26731
13207,2016,26935
13207,2017,27181
13207,2018,27520
13209,2014,8983
13209,2015,8945
13209,2016,8991
13209,2017,9068
13209,2018,9193
13211,2014,17894
13211,2015,17945
13211,2016,18103
13211,2017,18381
13211,2018,18853
13213,2014,39232
13213,2015,39450
13213,2016,39375
13213,2017,39809
13213,2018,39921
13215,2014,200552
13215,2015,198674
13215,2016,196198
13215,2017,193766
13215,2018,194160
13217,2014,103470
13217,2015,104941
13217,2016,106600
13217,2017,107935
13217,2018,109541
13219,2014,35072
13219,2015,35856
13219,2016,36871
13219,2017,38012
13219,2018,39272
13221,2014,14538
13221,2015,14728
13221,2016,14710
